Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\56_1_3_20170109132208103.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99974966049194)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\56_1_3_20170109132927258.jpg.chip.jpg', 'indian', 'white', '>=80', 99.91499185562134)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\56_1_3_20170109142113189.jpg.chip.jpg', 'indian', 'black', '>=80', 98.51229786872864)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\57_0_3_20170119181114683.jpg.chip.jpg', 'indian', 'indian', '>=80', 80.00020384788513)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\57_0_3_20170119211459705.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\57_1_3_20170105001132532.jpg.chip.jpg', 'indian', 'indian', '>=80', 90.20738005638123)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\57_1_3_20170109141941092.jpg.chip.jpg', 'indian', 'indian', '<80', 59.74244475364685)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119195320690.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119201636156.jpg.chip.jpg', 'indian', 'others', '>=80', 89.6109938621521)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119211546505.jpg.chip.jpg', 'indian', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119211558385.jpg.chip.jpg', 'indian', 'asian', '>=80', 93.68433952331543)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119211646161.jpg.chip.jpg', 'indian', 'indian', '>=80', 87.41806745529175)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\58_0_3_20170119211703657.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99982118606567)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\59_0_3_20170104212824964.jpg.chip.jpg', 'indian', 'white', '>=80', 99.9554693698883)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\59_1_3_20170109142030313.jpg.chip.jpg', 'indian', 'indian', '>=80', 90.01750349998474)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_0_3_20161220220613177.jpg.chip.jpg', 'indian', 'black', '<80', 79.49063181877136)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_0_3_20161220220614792.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.86818432807922)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_0_3_20170119212110570.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_1_3_20161219225406048.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_1_3_20161220142912096.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99871253967285)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_1_3_20161220221703978.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\5_1_3_20161220221812930.jpg.chip.jpg', 'indian', 'white', '<80', 74.22152161598206)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\60_0_3_20170119203925892.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\60_0_3_20170119205112264.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\60_0_3_20170119205730463.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.46966171264648)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\61_0_3_20170119211817688.jpg.chip.jpg', 'indian', 'others', '>=80', 84.45757031440735)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\61_0_3_20170119211853505.jpg.chip.jpg', 'indian', 'black', '>=80', 99.98680353164673)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\61_0_3_20170119211905592.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.95781779289246)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\61_1_3_20170119211810610.jpg.chip.jpg', 'indian', 'white', '>=80', 99.98006224632263)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\62_0_3_20170104212109387.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99960660934448)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\62_0_3_20170109134459638.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.28624033927917)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\63_0_3_20170117195002527.jpg.chip.jpg', 'indian', 'black', '>=80', 99.98328685760498)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\63_0_3_20170119211951488.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9996542930603)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\63_0_3_20170119211953569.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_0_3_20170117161025414.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_0_3_20170119164246893.jpg.chip.jpg', 'indian', 'indian', '>=80', 98.86882901191711)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_0_3_20170119205206575.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_0_3_20170119205855505.jpg.chip.jpg', 'indian', 'white', '>=80', 99.16791319847107)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_1_3_20170109135755974.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.90683197975159)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\65_1_3_20170119202621117.jpg.chip.jpg', 'indian', 'indian', '<80', 57.098388671875)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\66_0_3_20170104213153549.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99191761016846)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\66_0_3_20170119212006015.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99853372573853)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\67_0_3_20170117134845691.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9123752117157)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\67_1_3_20170109132529672.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99880790710449)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\68_0_3_20170117172636569.jpg.chip.jpg', 'indian', 'indian', '>=80', 91.21629595756531)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\68_0_3_20170119184302094.jpg.chip.jpg', 'indian', 'black', '<80', 64.71660733222961)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\6_0_3_20161220145338758.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\6_1_3_20161220222552857.jpg.chip.jpg', 'indian', 'indian', '>=80', 95.92007994651794)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\6_1_3_20161220223138171.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\6_1_3_20170104222204751.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99978542327881)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\70_0_3_20161220221943042.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.76587295532227)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\70_0_3_20170119205748663.jpg.chip.jpg', 'indian', 'indian', '>=80', 97.7887213230133)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\70_1_3_20170116224931319.jpg.chip.jpg', 'indian', 'black', '>=80', 99.89620447158813)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\73_0_3_20170105180955031.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99270439147949)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\75_0_3_20170105175429670.jpg.chip.jpg', 'indian', 'black', '<80', 78.54592204093933)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\75_0_3_20170112205612628.jpg.chip.jpg', 'indian', 'white', '>=80', 97.78539538383484)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\75_0_3_20170112224003785.jpg.chip.jpg', 'indian', 'indian', '>=80', 98.57056140899658)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\75_1_3_20170110175327928.jpg.chip.jpg', 'indian', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\7_1_3_20161219225222280.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\80_0_3_20170117174541085.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.97835755348206)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\85_1_3_20170110181547340.jpg.chip.jpg', 'indian', 'white', '>=80', 99.98832941055298)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\85_1_3_20170110181638147.jpg.chip.jpg', 'indian', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\89_1_3_20170105175701046.jpg.chip.jpg', 'indian', 'white', '>=80', 99.91745352745056)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\89_1_3_20170110182042731.jpg.chip.jpg', 'indian', 'asian', '>=80', 99.99921321868896)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\8_0_3_20161220222825331.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\8_0_3_20170104230740713.jpg.chip.jpg', 'indian', 'indian', '<80', 44.11988854408264)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\8_0_3_20170104230746993.jpg.chip.jpg', 'indian', 'others', '<80', 75.84840655326843)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\8_1_3_20161220222531163.jpg.chip.jpg', 'indian', 'indian', '<80', 60.69304943084717)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\9_0_3_20170104225726769.jpg.chip.jpg', 'indian', 'white', '>=80', 98.8505482673645)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\11_1_4_20170103212554964.jpg.chip.jpg', 'others', 'white', '>=80', 84.9897027015686)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\11_1_4_20170103233340363.jpg.chip.jpg', 'others', 'indian', '<80', 79.62032556533813)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\12_0_4_20170103200538198.jpg.chip.jpg', 'others', 'white', '>=80', 83.63937735557556)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\12_0_4_20170103201824880.jpg.chip.jpg', 'others', 'others', '>=80', 99.86584186553955)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\12_1_4_20170103200721583.jpg.chip.jpg', 'others', 'white', '>=80', 96.85668349266052)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\12_1_4_20170109214232071.jpg.chip.jpg', 'others', 'white', '>=80', 99.98652935028076)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\13_1_4_20170103201542217.jpg.chip.jpg', 'others', 'asian', '<80', 66.3442313671112)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\13_1_4_20170104005210478.jpg.chip.jpg', 'others', 'indian', '>=80', 90.89299440383911)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\13_1_4_20170104005323135.jpg.chip.jpg', 'others', 'white', '>=80', 82.62640833854675)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\14_0_4_20170117193432868.jpg.chip.jpg', 'others', 'others', '>=80', 99.99932050704956)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\14_1_4_20170103200753206.jpg.chip.jpg', 'others', 'white', '>=80', 86.39892339706421)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_0_4_20170110232416743.jpg.chip.jpg', 'others', 'others', '>=80', 99.99419450759888)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103200935782.jpg.chip.jpg', 'others', 'white', '>=80', 92.58079528808594)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103201201509.jpg.chip.jpg', 'others', 'others', '>=80', 98.75875115394592)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103223416559.jpg.chip.jpg', 'others', 'others', '>=80', 94.27900910377502)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103230530985.jpg.chip.jpg', 'others', 'white', '>=80', 99.90436434745789)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103233348795.jpg.chip.jpg', 'others', 'indian', '>=80', 86.23678088188171)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103233441003.jpg.chip.jpg', 'others', 'others', '>=80', 90.72718024253845)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170103234910356.jpg.chip.jpg', 'others', 'black', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\15_1_4_20170104005807401.jpg.chip.jpg', 'others', 'others', '>=80', 98.36868643760681)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\16_0_4_20170103233832570.jpg.chip.jpg', 'others', 'indian', '>=80', 99.99436140060425)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\16_0_4_20170110232131606.jpg.chip.jpg', 'others', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\16_1_4_20170103201025695.jpg.chip.jpg', 'others', 'white', '>=80', 99.61602687835693)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\16_1_4_20170103214347949.jpg.chip.jpg', 'others', 'others', '>=80', 99.9584972858429)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\17_0_4_20170103210008641.jpg.chip.jpg', 'others', 'indian', '<80', 52.111536264419556)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\17_1_4_20161223214728028.jpg.chip.jpg', 'others', 'others', '>=80', 85.23761034011841)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\17_1_4_20170103222920542.jpg.chip.jpg', 'others', 'others', '>=80', 99.99876022338867)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\18_0_4_20170105183328551.jpg.chip.jpg', 'others', 'indian', '>=80', 99.82985854148865)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\18_1_4_20161223230852802.jpg.chip.jpg', 'others', 'indian', '<80', 51.217734813690186)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\18_1_4_20170116211941006.jpg.chip.jpg', 'others', 'others', '>=80', 99.98329877853394)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\18_1_4_20170117185609466.jpg.chip.jpg', 'others', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\19_1_4_20170103201653879.jpg.chip.jpg', 'others', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221192558436.jpg.chip.jpg', 'others', 'indian', '>=80', 96.26861214637756)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221193531198.jpg.chip.jpg', 'others', 'white', '>=80', 99.95152950286865)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221195955560.jpg.chip.jpg', 'others', 'others', '>=80', 99.99977350234985)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221200034160.jpg.chip.jpg', 'others', 'others', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221202132305.jpg.chip.jpg', 'others', 'white', '>=80', 99.99157190322876)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221202305778.jpg.chip.jpg', 'others', 'others', '>=80', 94.36852931976318)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221202458409.jpg.chip.jpg', 'others', 'indian', '>=80', 92.69798994064331)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20161221202558993.jpg.chip.jpg', 'others', 'indian', '>=80', 99.37586784362793)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103202331712.jpg.chip.jpg', 'others', 'others', '>=80', 99.13982152938843)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103202334544.jpg.chip.jpg', 'others', 'white', '>=80', 99.99256134033203)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103205301842.jpg.chip.jpg', 'others', 'others', '>=80', 97.27792143821716)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103205838610.jpg.chip.jpg', 'others', 'asian', '>=80', 99.99361038208008)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103210037042.jpg.chip.jpg', 'others', 'indian', '>=80', 97.19353914260864)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_0_4_20170103210917330.jpg.chip.jpg', 'others', 'others', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221192836205.jpg.chip.jpg', 'others', 'indian', '>=80', 82.74007439613342)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221195119295.jpg.chip.jpg', 'others', 'indian', '>=80', 82.99902081489563)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221195938992.jpg.chip.jpg', 'others', 'white', '>=80', 99.92959499359131)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221200103831.jpg.chip.jpg', 'others', 'asian', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221201827921.jpg.chip.jpg', 'others', 'indian', '>=80', 84.50166583061218)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221202124857.jpg.chip.jpg', 'others', 'white', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20161221202912889.jpg.chip.jpg', 'others', 'others', '<80', 74.88124370574951)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170103204831032.jpg.chip.jpg', 'others', 'indian', '>=80', 89.09560441970825)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170103210113314.jpg.chip.jpg', 'others', 'others', '>=80', 99.9863862991333)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170103212653844.jpg.chip.jpg', 'others', 'indian', '<80', 79.75620627403259)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170109191515501.jpg.chip.jpg', 'others', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170109194502921.jpg.chip.jpg', 'others', 'black', '>=80', 80.96626400947571)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\1_1_4_20170117192656755.jpg.chip.jpg', 'others', 'others', '>=80', 99.99918937683105)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_0_4_20170102233239947.jpg.chip.jpg', 'others', 'others', '>=80', 94.49673891067505)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_1_4_20170103223117967.jpg.chip.jpg', 'others', 'asian', '<80', 54.26357984542847)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_1_4_20170103224540624.jpg.chip.jpg', 'others', 'indian', '>=80', 99.6550440788269)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_1_4_20170103224557431.jpg.chip.jpg', 'others', 'indian', '>=80', 97.5716233253479)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_1_4_20170103225902242.jpg.chip.jpg', 'others', 'white', '>=80', 99.99480247497559)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\20_1_4_20170103230215713.jpg.chip.jpg', 'others', 'others', '>=80', 99.9581515789032)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_0_4_20161223214825003.jpg.chip.jpg', 'others', 'others', '>=80', 99.99953508377075)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_0_4_20161223214833090.jpg.chip.jpg', 'others', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_0_4_20161223214834745.jpg.chip.jpg', 'others', 'asian', '>=80', 99.97419714927673)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_0_4_20161223214837442.jpg.chip.jpg', 'others', 'indian', '>=80', 99.6550440788269)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_1_4_20170103224520560.jpg.chip.jpg', 'others', 'white', '>=80', 84.30795669555664)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_1_4_20170103225014665.jpg.chip.jpg', 'others', 'others', '>=80', 99.99980926513672)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\21_1_4_20170103233924667.jpg.chip.jpg', 'others', 'others', '>=80', 99.51950907707214)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_0_4_20170103224931632.jpg.chip.jpg', 'others', 'others', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_0_4_20170103234043547.jpg.chip.jpg', 'others', 'asian', '>=80', 98.31823110580444)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_0_4_20170104011059408.jpg.chip.jpg', 'others', 'others', '>=80', 96.58569693565369)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_0_4_20170104213712014.jpg.chip.jpg', 'others', 'indian', '>=80', 99.99644756317139)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170103212717246.jpg.chip.jpg', 'others', 'black', '>=80', 91.33186340332031)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170103224424415.jpg.chip.jpg', 'others', 'others', '>=80', 99.66217279434204)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170103225112465.jpg.chip.jpg', 'others', 'others', '>=80', 98.12195897102356)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170104001853773.jpg.chip.jpg', 'others', 'others', '>=80', 99.99926090240479)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170112233746160.jpg.chip.jpg', 'others', 'black', '>=80', 99.89218711853027)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\22_1_4_20170117193958245.jpg.chip.jpg', 'others', 'indian', '>=80', 97.98852205276489)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_0_4_20170102233413972.jpg.chip.jpg', 'others', 'indian', '>=80', 99.97691512107849)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_0_4_20170117194027228.jpg.chip.jpg', 'others', 'white', '>=80', 99.52329993247986)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20161223214744290.jpg.chip.jpg', 'others', 'indian', '>=80', 93.05328130722046)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170103223554895.jpg.chip.jpg', 'others', 'white', '>=80', 99.99368190765381)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170103223558799.jpg.chip.jpg', 'others', 'indian', '>=80', 93.05328130722046)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170103223615095.jpg.chip.jpg', 'others', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170103223903439.jpg.chip.jpg', 'others', 'white', '>=80', 99.9997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170103224258631.jpg.chip.jpg', 'others', 'others', '>=80', 90.49612283706665)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170117194240867.jpg.chip.jpg', 'others', 'others', '>=80', 98.32935333251953)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\23_1_4_20170117194319028.jpg.chip.jpg', 'others', 'indian', '>=80', 99.98898506164551)
('C:\\workspace\\race_detect\\UTKFace\\test\\4\\24_0_4_20170102233500506.jpg.chip.jpg', 'others', 'black', '<80', 63.981616497039795)
